neighbourhood;street;municipality;houses;overlap;str_type
Viršuliškės;Viršuliškių skg. ;Vilnius;23;No;Kitas
Viršuliškės;Vito Lingio g.;Vilnius;nan;No;Kitas
Žirmūnai;Apkasų g. ;Vilnius;26;No;Kitas
Žirmūnai;Bronislovo Laurinavičiaus skv.;Vilnius;nan;No;Kitas
Žirmūnai;J. Galvydžio g. ;Vilnius;6;No;Kitas
Žirmūnai;J. Kubiliaus g. ;Vilnius;14;No;Kitas
Žirmūnai;J. Treinio g. ;Vilnius;3;No;Kitas
Žirmūnai;Kalvarijų g. ;Vilnius;32 ;32 iš 349*;Kitas
Žirmūnai;Kareivių g. ;Vilnius;33;No;Kitas
Žirmūnai;Kazimiero Ladygos g. ;Vilnius;3;No;Kitas
Žirmūnai;Kazliškių g. ;Vilnius;12;No;Kitas
Žirmūnai;Lakūnų g. ;Vilnius;19;No;Kitas
Žirmūnai;M. Katkaus g. ;Vilnius;21;No;Kitas
Žirmūnai;Minties g. ;Vilnius;53;No;Kitas
Žirmūnai;Neries g. ;Vilnius;1;No;Kitas
Žirmūnai;Olimpiečių g. ;Vilnius;12;No;Kitas
Žirmūnai;P. Lukšio g. ;Vilnius;18;No;Kitas
Žirmūnai;Pulko g. ;Vilnius;3;No;Kitas
Žirmūnai;Raitininkų g. ;Vilnius;14;No;Kitas
Žirmūnai;Rinktinės g. ;Vilnius;31 ;31 iš 61*;Kitas
Žirmūnai;Riterių g.;Vilnius;nan;No;Kitas
Žirmūnai;S. Žukausko g. ;Vilnius;27;No;Kitas
Žirmūnai;Sporto g. ;Vilnius;17;No;Kitas
Žirmūnai;Šeimyniškių g. ;Vilnius;18 ;18 iš 47*;Kitas
Žirmūnai;Trimitų g. ;Vilnius;1 ;1 iš 9*;Kitas
Žirmūnai;Tuskulėnų g. ;Vilnius;82;No;Kitas
Žirmūnai;Ulonų g. ;Vilnius;4;No;Kitas
Žirmūnai;V. Nagevičiaus g. ;Vilnius;4;No;Kitas
Žirmūnai;Verkių g. ;Vilnius;45 ;45 iš 139*;Kitas
Žirmūnai;Žalgirio g. ;Vilnius;6 ;6 iš 36*;Kitas
Žirmūnai;Žygio g. ;Vilnius;53;No;Kitas
Žirmūnai;Žirmūnų g. ;Vilnius;229;No;Kitas
Žirmūnai;Žvalgų g. ;Vilnius;2 ;2 iš 4*;Kitas
Žvėrynas;A. Mickevičiaus g. ;Vilnius;37;No;Kitas
Žvėrynas;Bebrų g. ;Vilnius;22;No;Kitas
Žvėrynas;Birutės g. ;Vilnius;58;No;Kitas
Žvėrynas;Blindžių g. ;Vilnius;37;No;Kitas
Žvėrynas;D. Poškos g. ;Vilnius;63;No;Kitas
Žvėrynas;Danielių g. ;Vilnius;6;No;Kitas
Žvėrynas;Džocharo Dudajevo skv.;Vilnius;nan;No;Kitas
Žvėrynas;Elnių g. ;Vilnius;9;No;Kitas
Žvėrynas;Erelių g. ;Vilnius;2;No;Kitas
Žvėrynas;Geležinio Vilko g. ;Vilnius;1 ;1 iš 47*;Kitas
Žvėrynas;Gervių g. ;Vilnius;10;No;Kitas
Žvėrynas;Gulbių g. ;Vilnius;15;No;Kitas
Žvėrynas;J. I. Kraševskio g. ;Vilnius;10;No;Kitas
Žvėrynas;Karaimų g. ;Vilnius;4;No;Kitas
Žvėrynas;Kęstučio g. ;Vilnius;61;No;Kitas
Žvėrynas;Lapių g. ;Vilnius;6;No;Kitas
Žvėrynas;Latgalių g. ;Vilnius;11;No;Kitas
Žvėrynas;Latvių g. ;Vilnius;70;No;Kitas
Žvėrynas;Lenktoji g. ;Vilnius;63;No;Kitas
Žvėrynas;Liepyno g. ;Vilnius;20;No;Kitas
Žvėrynas;Liubarto g. ;Vilnius;30;No;Kitas
Žvėrynas;Lokių g. ;Vilnius;13;No;Kitas
Žvėrynas;Lūšių g. ;Vilnius;12;No;Kitas
Žvėrynas;Malonioji g. ;Vilnius;22;No;Kitas
Žvėrynas;Miglos g. ;Vilnius;50;No;Kitas
Žvėrynas;Paribio g. ;Vilnius;47 ;47 iš 55*;Kitas
Žvėrynas;Pieninės g. ;Vilnius;1;No;Kitas
Žvėrynas;Pušų g. ;Vilnius;52;No;Kitas
Žvėrynas;S. Moniuškos g. ;Vilnius;56;No;Kitas
Žvėrynas;Sakalų g. ;Vilnius;18;No;Kitas
Žvėrynas;Saltoniškių g. ;Vilnius;24;No;Kitas
Žvėrynas;Sėlių g. ;Vilnius;49;No;Kitas
Žvėrynas;Stirnų g. ;Vilnius;18;No;Kitas
Žvėrynas;Studentų g. ;Vilnius;6;No;Kitas
Žvėrynas;Stumbrų g. ;Vilnius;15;No;Kitas
Žvėrynas;T. Narbuto g. ;Vilnius;1;No;Kitas
Žvėrynas;Tbilisio skv.;Vilnius;nan;No;Kitas
Žvėrynas;Traidenio g. ;Vilnius;45;No;Kitas
Žvėrynas;Treniotos g. ;Vilnius;51;No;Kitas
Žvėrynas;Ukmergės g. ;Vilnius;5 ;5 iš 146*;Kitas
Žvėrynas;Upės g. ;Vilnius;1 ;1 iš 6*;Kitas
Žvėrynas;Vykinto g. ;Vilnius;31;No;Kitas
Žvėrynas;Vytauto g. ;Vilnius;60;No;Kitas
Žvėrynas;Žalioji g. ;Vilnius;16;No;Kitas
Žvėrynas;Žiemgalių g. ;Vilnius;15;No;Kitas
Grigiškės;Afindevičių g. ;Vilnius;8;No;Kitas
Grigiškės;Antano Smolskaus g.;Vilnius;nan;No;Kitas
Grigiškės;Atgajos g. ;Vilnius;19;No;Kitas
Grigiškės;Aušros g. ;Vilnius;4;No;Kitas
Grigiškės;Erškėčių g. ;Vilnius;7;No;Kitas
Grigiškės;Geldučių g. ;Vilnius;10;No;Kitas
Grigiškės;Jaunimo skg. ;Vilnius;7;No;Kitas
Grigiškės;Kadriškių g. ;Vilnius;6;No;Kitas
Grigiškės;Kauno Vokės g. ;Vilnius;48;No;Kitas
Grigiškės;Kovo 11-osios g. ;Vilnius;76;No;Kitas
Grigiškės;Kranto g. ;Vilnius;67;No;Kitas
Grigiškės;Kunigiškių g. ;Vilnius;26 ;26 iš 92*;Kitas
Grigiškės;Liepų g. ;Vilnius;18;No;Kitas
Grigiškės;Mažasis skg. ;Vilnius;5;No;Kitas
Grigiškės;Nepriklausomybės g. ;Vilnius;18;No;Kitas
Grigiškės;Neravų g. ;Vilnius;15;No;Kitas
Grigiškės;Projektavimo g. ;Vilnius;33;No;Kitas
Grigiškės;Salų g. ;Vilnius;9;No;Kitas
Grigiškės;Santakos g. ;Vilnius;63;No;Kitas
Grigiškės;Sklandytojų g. ;Vilnius;13;No;Kitas
Grigiškės;Slankų g. ;Vilnius;19;No;Kitas
Grigiškės;Sniegenų g. ;Vilnius;31;No;Kitas
Grigiškės;Spyglių g. ;Vilnius;4;No;Kitas
Grigiškės;Suopių g. ;Vilnius;9;No;Kitas
Grigiškės;Šaltinio g. ;Vilnius;5;No;Kitas
Grigiškės;Tilvikų g. ;Vilnius;5;No;Kitas
Grigiškės;Upokšnio g. ;Vilnius;8;No;Kitas
Grigiškės;Vijoklių g. ;Vilnius;3;No;Kitas
Grigiškės;Vokės Sodų g. ;Vilnius;37;No;Sodas
Grigiškės;Vokės Sodų 1-oji g. ;Vilnius;79;No;Sodas
Grigiškės;Vokės Sodų 2-oji g. ;Vilnius;7;No;Sodas
Grigiškės;Vokės Sodų 3-ioji g. ;Vilnius;15;No;Sodas
Grigiškės;Vokės Sodų 4-oji g. ;Vilnius;18;No;Sodas
Grigiškės;Vokės Sodų 5-oji g. ;Vilnius;21;No;Sodas
Grigiškės;Vokės Sodų 6-oji g. ;Vilnius;22;No;Sodas
Grigiškės;Vokės Sodų 7-oji g. ;Vilnius;11;No;Sodas
Grigiškės;Vokės Sodų 8-oji g. ;Vilnius;12;No;Sodas
Grigiškės;Zylių g. ;Vilnius;19;No;Kitas
Grigiškės;Žalvarnių g. ;Vilnius;25;No;Kitas
