Laikotarpis;Rodiklis;Individualaus vartojimo išlaidų pagal paskirtį klasifikatorius (COICOP);Gyvenamoji vietovė;Vartojimo išlaidos;Matavimo vienetai;Reikšmė
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Švietimas;Miestas ir kaimas;Piniginės išlaidos;EUR;2.3
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Švietimas;Miestas ir kaimas;Piniginės išlaidos;EUR;2.3
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Restoranai ir viešbučiai;Miestas ir kaimas;Piniginės išlaidos;EUR;5.5
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Restoranai ir viešbučiai;Miestas ir kaimas;Piniginės išlaidos;EUR;5.6
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Restoranai ir viešbučiai;Miestas ir kaimas;Piniginės išlaidos;EUR;7.8
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Restoranai ir viešbučiai;Miestas ir kaimas;Piniginės išlaidos;EUR;8.6
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Restoranai ir viešbučiai;Miestas ir kaimas;Piniginės išlaidos;EUR;10.8
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Restoranai ir viešbučiai;Miestas ir kaimas;Piniginės išlaidos;EUR;12.1
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Restoranai ir viešbučiai;Miestas ir kaimas;Piniginės išlaidos;EUR;7.0
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Restoranai ir viešbučiai;Miestas ir kaimas;Piniginės išlaidos;EUR;10.1
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Įvairios prekės ir paslaugos;Miestas ir kaimas;Piniginės išlaidos;EUR;6.3
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Įvairios prekės ir paslaugos;Miestas ir kaimas;Piniginės išlaidos;EUR;7.0
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Įvairios prekės ir paslaugos;Miestas ir kaimas;Piniginės išlaidos;EUR;8.1
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Įvairios prekės ir paslaugos;Miestas ir kaimas;Piniginės išlaidos;EUR;9.8
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Įvairios prekės ir paslaugos;Miestas ir kaimas;Piniginės išlaidos;EUR;10.5
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Įvairios prekės ir paslaugos;Miestas ir kaimas;Piniginės išlaidos;EUR;12.1
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Įvairios prekės ir paslaugos;Miestas ir kaimas;Piniginės išlaidos;EUR;12.3
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Įvairios prekės ir paslaugos;Miestas ir kaimas;Piniginės išlaidos;EUR;17.2
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Vartojimo išlaidos;Miestas;Piniginės išlaidos;EUR;149.4
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Vartojimo išlaidos;Miestas;Piniginės išlaidos;EUR;158.2
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Vartojimo išlaidos;Miestas;Piniginės išlaidos;EUR;184.8
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Vartojimo išlaidos;Miestas;Piniginės išlaidos;EUR;207.2
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Vartojimo išlaidos;Miestas;Piniginės išlaidos;EUR;245.2
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Vartojimo išlaidos;Miestas;Piniginės išlaidos;EUR;250.6
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Vartojimo išlaidos;Miestas;Piniginės išlaidos;EUR;251.8
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Vartojimo išlaidos;Miestas;Piniginės išlaidos;EUR;305.7
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Maistas ir nealkoholiniai gėrimai;Miestas;Piniginės išlaidos;EUR;43.5
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Maistas ir nealkoholiniai gėrimai;Miestas;Piniginės išlaidos;EUR;45.6
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Maistas ir nealkoholiniai gėrimai;Miestas;Piniginės išlaidos;EUR;51.8
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Maistas ir nealkoholiniai gėrimai;Miestas;Piniginės išlaidos;EUR;53.4
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Maistas ir nealkoholiniai gėrimai;Miestas;Piniginės išlaidos;EUR;63.3
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Maistas ir nealkoholiniai gėrimai;Miestas;Piniginės išlaidos;EUR;71.4
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Maistas ir nealkoholiniai gėrimai;Miestas;Piniginės išlaidos;EUR;75.3
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Maistas ir nealkoholiniai gėrimai;Miestas;Piniginės išlaidos;EUR;85.3
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Alkoholiniai gėrimai, tabakas;Miestas;Piniginės išlaidos;EUR;5.9
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Alkoholiniai gėrimai, tabakas;Miestas;Piniginės išlaidos;EUR;6.1
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Alkoholiniai gėrimai, tabakas;Miestas;Piniginės išlaidos;EUR;7.1
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Alkoholiniai gėrimai, tabakas;Miestas;Piniginės išlaidos;EUR;7.7
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Alkoholiniai gėrimai, tabakas;Miestas;Piniginės išlaidos;EUR;8.5
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Alkoholiniai gėrimai, tabakas;Miestas;Piniginės išlaidos;EUR;9.2
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Alkoholiniai gėrimai, tabakas;Miestas;Piniginės išlaidos;EUR;8.4
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Alkoholiniai gėrimai, tabakas;Miestas;Piniginės išlaidos;EUR;11.7
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Apranga ir avalynė;Miestas;Piniginės išlaidos;EUR;13.8
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Apranga ir avalynė;Miestas;Piniginės išlaidos;EUR;14.5
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Apranga ir avalynė;Miestas;Piniginės išlaidos;EUR;17.7
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Apranga ir avalynė;Miestas;Piniginės išlaidos;EUR;19.6
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Apranga ir avalynė;Miestas;Piniginės išlaidos;EUR;24.3
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Apranga ir avalynė;Miestas;Piniginės išlaidos;EUR;22.3
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Apranga ir avalynė;Miestas;Piniginės išlaidos;EUR;17.8
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Apranga ir avalynė;Miestas;Piniginės išlaidos;EUR;21.9
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būstas, vanduo, elektra, dujos ir kitas kuras;Miestas;Piniginės išlaidos;EUR;21.3
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būstas, vanduo, elektra, dujos ir kitas kuras;Miestas;Piniginės išlaidos;EUR;21.4
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būstas, vanduo, elektra, dujos ir kitas kuras;Miestas;Piniginės išlaidos;EUR;24.2
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būstas, vanduo, elektra, dujos ir kitas kuras;Miestas;Piniginės išlaidos;EUR;26.5
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būstas, vanduo, elektra, dujos ir kitas kuras;Miestas;Piniginės išlaidos;EUR;30.2
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būstas, vanduo, elektra, dujos ir kitas kuras;Miestas;Piniginės išlaidos;EUR;33.1
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būstas, vanduo, elektra, dujos ir kitas kuras;Miestas;Piniginės išlaidos;EUR;51.0
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būstas, vanduo, elektra, dujos ir kitas kuras;Miestas;Piniginės išlaidos;EUR;48.7
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būsto apstatymo, namų ūkio įranga ir kasdieninė namų priežiūra;Miestas;Piniginės išlaidos;EUR;8.8
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būsto apstatymo, namų ūkio įranga ir kasdieninė namų priežiūra;Miestas;Piniginės išlaidos;EUR;10.3
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būsto apstatymo, namų ūkio įranga ir kasdieninė namų priežiūra;Miestas;Piniginės išlaidos;EUR;12.1
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būsto apstatymo, namų ūkio įranga ir kasdieninė namų priežiūra;Miestas;Piniginės išlaidos;EUR;16.1
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būsto apstatymo, namų ūkio įranga ir kasdieninė namų priežiūra;Miestas;Piniginės išlaidos;EUR;19.5
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būsto apstatymo, namų ūkio įranga ir kasdieninė namų priežiūra;Miestas;Piniginės išlaidos;EUR;16.4
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būsto apstatymo, namų ūkio įranga ir kasdieninė namų priežiūra;Miestas;Piniginės išlaidos;EUR;11.7
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būsto apstatymo, namų ūkio įranga ir kasdieninė namų priežiūra;Miestas;Piniginės išlaidos;EUR;17.5
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Sveikata;Miestas;Piniginės išlaidos;EUR;6.1
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Sveikata;Miestas;Piniginės išlaidos;EUR;6.8
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Sveikata;Miestas;Piniginės išlaidos;EUR;7.7
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Sveikata;Miestas;Piniginės išlaidos;EUR;8.2
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Sveikata;Miestas;Piniginės išlaidos;EUR;9.0
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Sveikata;Miestas;Piniginės išlaidos;EUR;11.0
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Sveikata;Miestas;Piniginės išlaidos;EUR;12.2
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Sveikata;Miestas;Piniginės išlaidos;EUR;17.7
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Transportas;Miestas;Piniginės išlaidos;EUR;15.0
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Transportas;Miestas;Piniginės išlaidos;EUR;16.8
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Transportas;Miestas;Piniginės išlaidos;EUR;18.7
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Transportas;Miestas;Piniginės išlaidos;EUR;25.9
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Transportas;Miestas;Piniginės išlaidos;EUR;30.5
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Transportas;Miestas;Piniginės išlaidos;EUR;29.0
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Transportas;Miestas;Piniginės išlaidos;EUR;26.0
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Transportas;Miestas;Piniginės išlaidos;EUR;32.1
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Ryšiai;Miestas;Piniginės išlaidos;EUR;8.7
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Ryšiai;Miestas;Piniginės išlaidos;EUR;8.8
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Ryšiai;Miestas;Piniginės išlaidos;EUR;10.0
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Ryšiai;Miestas;Piniginės išlaidos;EUR;10.4
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Ryšiai;Miestas;Piniginės išlaidos;EUR;12.5
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Ryšiai;Miestas;Piniginės išlaidos;EUR;11.7
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Ryšiai;Miestas;Piniginės išlaidos;EUR;10.0
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Ryšiai;Miestas;Piniginės išlaidos;EUR;13.7
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Poilsis ir kultūra;Miestas;Piniginės išlaidos;EUR;9.2
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Poilsis ir kultūra;Miestas;Piniginės išlaidos;EUR;9.7
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Poilsis ir kultūra;Miestas;Piniginės išlaidos;EUR;11.7
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Poilsis ir kultūra;Miestas;Piniginės išlaidos;EUR;14.3
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Poilsis ir kultūra;Miestas;Piniginės išlaidos;EUR;18.1
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Poilsis ir kultūra;Miestas;Piniginės išlaidos;EUR;16.1
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Poilsis ir kultūra;Miestas;Piniginės išlaidos;EUR;14.3
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Poilsis ir kultūra;Miestas;Piniginės išlaidos;EUR;22.5
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Švietimas;Miestas;Piniginės išlaidos;EUR;2.3
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Švietimas;Miestas;Piniginės išlaidos;EUR;2.5
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Švietimas;Miestas;Piniginės išlaidos;EUR;3.2
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Švietimas;Miestas;Piniginės išlaidos;EUR;2.7
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Švietimas;Miestas;Piniginės išlaidos;EUR;2.6
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Švietimas;Miestas;Piniginės išlaidos;EUR;2.4
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Švietimas;Miestas;Piniginės išlaidos;EUR;2.7
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Švietimas;Miestas;Piniginės išlaidos;EUR;2.7
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Restoranai ir viešbučiai;Miestas;Piniginės išlaidos;EUR;7.2
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Restoranai ir viešbučiai;Miestas;Piniginės išlaidos;EUR;7.4
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Restoranai ir viešbučiai;Miestas;Piniginės išlaidos;EUR;10.6
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Restoranai ir viešbučiai;Miestas;Piniginės išlaidos;EUR;11.1
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Restoranai ir viešbučiai;Miestas;Piniginės išlaidos;EUR;14.1
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Restoranai ir viešbučiai;Miestas;Piniginės išlaidos;EUR;14.9
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Restoranai ir viešbučiai;Miestas;Piniginės išlaidos;EUR;8.8
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Restoranai ir viešbučiai;Miestas;Piniginės išlaidos;EUR;12.5
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Įvairios prekės ir paslaugos;Miestas;Piniginės išlaidos;EUR;7.5
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Įvairios prekės ir paslaugos;Miestas;Piniginės išlaidos;EUR;8.4
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Įvairios prekės ir paslaugos;Miestas;Piniginės išlaidos;EUR;10.0
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Įvairios prekės ir paslaugos;Miestas;Piniginės išlaidos;EUR;11.4
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Įvairios prekės ir paslaugos;Miestas;Piniginės išlaidos;EUR;12.5
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Įvairios prekės ir paslaugos;Miestas;Piniginės išlaidos;EUR;13.2
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Įvairios prekės ir paslaugos;Miestas;Piniginės išlaidos;EUR;13.8
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Įvairios prekės ir paslaugos;Miestas;Piniginės išlaidos;EUR;19.4
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Vartojimo išlaidos;Didieji miestai;Piniginės išlaidos;EUR;166.5
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Vartojimo išlaidos;Didieji miestai;Piniginės išlaidos;EUR;177.9
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Vartojimo išlaidos;Didieji miestai;Piniginės išlaidos;EUR;206.7
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Vartojimo išlaidos;Didieji miestai;Piniginės išlaidos;EUR;233.5
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Vartojimo išlaidos;Didieji miestai;Piniginės išlaidos;EUR;264.9
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Vartojimo išlaidos;Didieji miestai;Piniginės išlaidos;EUR;276.8
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Vartojimo išlaidos;Didieji miestai;Piniginės išlaidos;EUR;274.4
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Vartojimo išlaidos;Didieji miestai;Piniginės išlaidos;EUR;329.4
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Maistas ir nealkoholiniai gėrimai;Didieji miestai;Piniginės išlaidos;EUR;47.0
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Maistas ir nealkoholiniai gėrimai;Didieji miestai;Piniginės išlaidos;EUR;48.4
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Maistas ir nealkoholiniai gėrimai;Didieji miestai;Piniginės išlaidos;EUR;54.6
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Maistas ir nealkoholiniai gėrimai;Didieji miestai;Piniginės išlaidos;EUR;56.3
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Maistas ir nealkoholiniai gėrimai;Didieji miestai;Piniginės išlaidos;EUR;65.9
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Maistas ir nealkoholiniai gėrimai;Didieji miestai;Piniginės išlaidos;EUR;76.3
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Maistas ir nealkoholiniai gėrimai;Didieji miestai;Piniginės išlaidos;EUR;79.1
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Maistas ir nealkoholiniai gėrimai;Didieji miestai;Piniginės išlaidos;EUR;88.9
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Alkoholiniai gėrimai, tabakas;Didieji miestai;Piniginės išlaidos;EUR;6.7
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Alkoholiniai gėrimai, tabakas;Didieji miestai;Piniginės išlaidos;EUR;6.7
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Alkoholiniai gėrimai, tabakas;Didieji miestai;Piniginės išlaidos;EUR;8.1
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Alkoholiniai gėrimai, tabakas;Didieji miestai;Piniginės išlaidos;EUR;8.6
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Alkoholiniai gėrimai, tabakas;Didieji miestai;Piniginės išlaidos;EUR;9.5
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Alkoholiniai gėrimai, tabakas;Didieji miestai;Piniginės išlaidos;EUR;10.3
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Alkoholiniai gėrimai, tabakas;Didieji miestai;Piniginės išlaidos;EUR;8.6
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Alkoholiniai gėrimai, tabakas;Didieji miestai;Piniginės išlaidos;EUR;11.8
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Apranga ir avalynė;Didieji miestai;Piniginės išlaidos;EUR;15.7
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Apranga ir avalynė;Didieji miestai;Piniginės išlaidos;EUR;16.1
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Apranga ir avalynė;Didieji miestai;Piniginės išlaidos;EUR;19.9
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Apranga ir avalynė;Didieji miestai;Piniginės išlaidos;EUR;22.1
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Apranga ir avalynė;Didieji miestai;Piniginės išlaidos;EUR;26.0
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Apranga ir avalynė;Didieji miestai;Piniginės išlaidos;EUR;25.1
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Apranga ir avalynė;Didieji miestai;Piniginės išlaidos;EUR;18.9
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Apranga ir avalynė;Didieji miestai;Piniginės išlaidos;EUR;22.8
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būstas, vanduo, elektra, dujos ir kitas kuras;Didieji miestai;Piniginės išlaidos;EUR;23.3
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būstas, vanduo, elektra, dujos ir kitas kuras;Didieji miestai;Piniginės išlaidos;EUR;23.7
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būstas, vanduo, elektra, dujos ir kitas kuras;Didieji miestai;Piniginės išlaidos;EUR;26.4
2006;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būstas, vanduo, elektra, dujos ir kitas kuras;Didieji miestai;Piniginės išlaidos;EUR;29.2
2007;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būstas, vanduo, elektra, dujos ir kitas kuras;Didieji miestai;Piniginės išlaidos;EUR;32.1
2008;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būstas, vanduo, elektra, dujos ir kitas kuras;Didieji miestai;Piniginės išlaidos;EUR;36.9
2012;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būstas, vanduo, elektra, dujos ir kitas kuras;Didieji miestai;Piniginės išlaidos;EUR;56.5
2016;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būstas, vanduo, elektra, dujos ir kitas kuras;Didieji miestai;Piniginės išlaidos;EUR;53.8
2003;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būsto apstatymo, namų ūkio įranga ir kasdieninė namų priežiūra;Didieji miestai;Piniginės išlaidos;EUR;9.7
2004;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būsto apstatymo, namų ūkio įranga ir kasdieninė namų priežiūra;Didieji miestai;Piniginės išlaidos;EUR;11.9
2005;Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.;Būsto apstatymo, namų ūkio įranga ir kasdieninė namų priežiūra;Didieji miestai;Piniginės išlaidos;EUR;12.7
