Laikotarpis;Rodiklis;Administracinė teritorija;Amžius;Matavimo vienetai;Reikšmė
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;928
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;925
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;937
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;915
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;900
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;880
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;874
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;865
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;875
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;889
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;924
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;950
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;948
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;948
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;945
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;861
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;861
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;880
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;904
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;913
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;942
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;958
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;953
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės apskritis;20–24;asmenys;921
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;814
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;794
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;833
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;863
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;869
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;880
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;942
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;964
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;986
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;992
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;906
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;863
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;845
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;781
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;829
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;820
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;834
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;878
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kalvarijos sav.;20–24;asmenys;874
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;811
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;863
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;938
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;942
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;1006
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;1103
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;1073
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;1031
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;1002
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;913
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;795
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;800
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;829
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;863
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;881
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;970
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;1013
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;945
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Kazlų Rūdos sav.;20–24;asmenys;951
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;972
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;972
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;948
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;922
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;923
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;933
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;952
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;943
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;966
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;974
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;918
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;904
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;920
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;954
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;951
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;969
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;987
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;1005
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės sav.;20–24;asmenys;959
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Marijampolės r. sav.;20–24;asmenys;
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;765
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;761
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;772
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;802
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;826
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;874
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;917
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;917
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;908
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;923
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;831
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;871
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;902
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;938
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;924
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;951
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;948
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;909
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Šakių r. sav.;20–24;asmenys;878
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;861
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;833
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;797
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;840
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;857
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;911
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;939
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;952
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;928
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;920
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;814
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;811
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;833
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;859
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;886
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;929
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;954
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;950
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilkaviškio r. sav.;20–24;asmenys;913
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;1054
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;1026
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;1012
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;988
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;967
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;926
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;902
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;900
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;915
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;925
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;957
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;983
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;980
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;985
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;985
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;900
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;892
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;911
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;911
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;919
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Panevėžio apskritis;20–24;asmenys;935
