Laikotarpis;Rodiklis;Administracinė teritorija;Matavimo vienetai;Reikšmė
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;10.5
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;11.2
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;2.5
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;4.4
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;5.9
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;8.8
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;9.6
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;7.5
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;6.5
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;5.8
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;3.2
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;2.6
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;3.1
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;4.4
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;11.2
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;17.0
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;12.8
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;11.4
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;10.5
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;8.7
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;8.0
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;7.1
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;6.5
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Plungės r. sav.;proc.;7.1
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;2.4
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;4.2
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;5.7
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;8.4
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;9.1
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;9.0
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;8.1
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;6.9
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;4.2
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;2.6
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;3.1
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;4.1
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;10.6
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;17.3
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;12.6
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;11.5
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;10.1
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;8.1
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;7.5
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;6.8
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;6.5
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Rietavo sav.;proc.;7.4
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;4.2
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;5.0
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;6.9
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;9.1
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;9.6
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;8.4
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;7.7
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;7.6
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;4.8
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;3.5
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;3.4
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;4.5
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;13.3
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;19.0
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;14.5
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;13.3
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;12.2
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;9.8
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;8.0
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;7.4
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;7.2
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Telšių r. sav.;proc.;7.8
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;2.9
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;3.7
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;5.2
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;7.1
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;6.8
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;6.3
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;5.3
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;5.7
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;4.3
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;4.1
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;3.9
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;4.6
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;11.8
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;18.8
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;18.8
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;17.1
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;15.5
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;12.8
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;11.9
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;10.8
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;10.9
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Anykščių r. sav.;proc.;11.1
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;12.7
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;12.8
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;12.5
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;15.6
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;16.9
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;17.0
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;14.1
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;12.9
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;11.9
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;9.0
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;7.3
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;7.1
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;14.1
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;21.2
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;20.0
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;18.0
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;18.5
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;17.2
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;16.6
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;15.4
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;14.9
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Ignalinos r. sav.;proc.;14.8
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;4.2
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;5.2
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;5.6
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;7.5
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;7.7
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;6.7
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;5.3
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;5.5
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;4.7
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;4.2
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;4.2
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;4.3
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;10.8
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;17.4
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;14.9
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;14.6
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;13.4
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;11.8
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;11.7
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;11.4
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;11.7
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Molėtų r. sav.;proc.;11.6
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;5.2
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;5.9
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;8.0
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;10.8
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;13.0
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;11.5
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;10.1
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;9.5
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;6.2
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;3.6
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;3.0
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;3.1
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;9.9
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;16.2
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;13.1
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;12.3
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;12.1
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;10.0
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;9.9
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;10.0
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;9.2
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Utenos r. sav.;proc.;9.9
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;7.4
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;7.4
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;7.2
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;9.1
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;9.9
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;9.4
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;7.9
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;6.4
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;6.2
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;5.7
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;4.6
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;4.5
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;9.4
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;15.2
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;14.2
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;13.9
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;14.0
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;13.1
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;13.0
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;12.7
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;12.9
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Visagino sav.;proc.;12.8
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;6.7
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;6.1
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;7.4
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;7.8
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;8.5
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;7.3
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;4.9
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;5.0
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;4.6
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;4.9
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;4.9
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;5.1
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;11.5
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;20.1
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;19.6
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;18.6
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;17.6
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;15.7
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;14.7
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;14.0
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;14.0
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Zarasų r. sav.;proc.;14.9
