;neighbourhood;street;municipality;houses;str_type
1116;Naujoji Vilnia;Uosių Sodų g. ;Vilnius;16;Sodas
1117;Naujoji Vilnia;Uosių Sodų 1-oji g. ;Vilnius;6;Sodas
1118;Naujoji Vilnia;Uosių Sodų 10-oji g. ;Vilnius;8;Sodas
1119;Naujoji Vilnia;Uosių Sodų 11-oji g. ;Vilnius;5;Sodas
1120;Naujoji Vilnia;Uosių Sodų 12-oji g. ;Vilnius;18;Sodas
1121;Naujoji Vilnia;Uosių Sodų 13-oji g. ;Vilnius;23;Sodas
1122;Naujoji Vilnia;Uosių Sodų 14-oji g. ;Vilnius;10;Sodas
1123;Naujoji Vilnia;Uosių Sodų 15-oji g. ;Vilnius;6;Sodas
1124;Naujoji Vilnia;Uosių Sodų 16-oji g. ;Vilnius;7;Sodas
1125;Naujoji Vilnia;Uosių Sodų 17-oji g. ;Vilnius;13;Sodas
1126;Naujoji Vilnia;Uosių Sodų 18-oji g. ;Vilnius;17;Sodas
1127;Naujoji Vilnia;Uosių Sodų 19-oji g. ;Vilnius;12;Sodas
1128;Naujoji Vilnia;Uosių Sodų 2-oji g. ;Vilnius;6;Sodas
1129;Naujoji Vilnia;Uosių Sodų 20-oji g. ;Vilnius;10;Sodas
1130;Naujoji Vilnia;Uosių Sodų 21-oji g. ;Vilnius;15;Sodas
1131;Naujoji Vilnia;Uosių Sodų 22-oji g. ;Vilnius;20;Sodas
1132;Naujoji Vilnia;Uosių Sodų 23-ioji g. ;Vilnius;4;Sodas
1133;Naujoji Vilnia;Uosių Sodų 24-oji g. ;Vilnius;19;Sodas
1134;Naujoji Vilnia;Uosių Sodų 25-oji g. ;Vilnius;6;Sodas
1135;Naujoji Vilnia;Uosių Sodų 26-oji g. ;Vilnius;7;Sodas
1136;Naujoji Vilnia;Uosių Sodų 27-oji g. ;Vilnius;10;Sodas
1137;Naujoji Vilnia;Uosių Sodų 28-oji g. ;Vilnius;10;Sodas
1138;Naujoji Vilnia;Uosių Sodų 29-oji g. ;Vilnius;11;Sodas
1139;Naujoji Vilnia;Uosių Sodų 3-ioji g. ;Vilnius;7;Sodas
1140;Naujoji Vilnia;Uosių Sodų 4-oji g. ;Vilnius;4;Sodas
1141;Naujoji Vilnia;Uosių Sodų 5-oji g. ;Vilnius;5;Sodas
1142;Naujoji Vilnia;Uosių Sodų 6-oji g. ;Vilnius;13;Sodas
1143;Naujoji Vilnia;Uosių Sodų 7-oji g. ;Vilnius;13;Sodas
1144;Naujoji Vilnia;Uosių Sodų 8-oji g. ;Vilnius;15;Sodas
1145;Naujoji Vilnia;Uosių Sodų 9-oji g. ;Vilnius;17;Sodas
1146;Naujoji Vilnia;Užkiemio g. ;Vilnius;11;Kitas
1147;Naujoji Vilnia;Užtvankos g. ;Vilnius;6;Kitas
1148;Naujoji Vilnia;V. Sirokomlės g. ;Vilnius;39;Kitas
1149;Naujoji Vilnia;V. Žilėno g. ;Vilnius;16;Kitas
1150;Naujoji Vilnia;Vaisių g. ;Vilnius;29;Kitas
1151;Naujoji Vilnia;Vaismedžių g. ;Vilnius;11;Kitas
1152;Naujoji Vilnia;Vaivos g. ;Vilnius;31;Kitas
1153;Naujoji Vilnia;Valdemaro Čarneckio g. ;Vilnius;53;Kitas
1154;Naujoji Vilnia;Valonų g. ;Vilnius;40;Kitas
1155;Naujoji Vilnia;Vandens g. ;Vilnius;43;Kitas
1156;Naujoji Vilnia;Varnionių g. ;Vilnius;14;Kitas
1157;Naujoji Vilnia;Vengrų g. ;Vilnius;11;Kitas
1158;Naujoji Vilnia;Verbų g. ;Vilnius;50;Kitas
1159;Naujoji Vilnia;Verbų skg. ;Vilnius;14;Kitas
1160;Naujoji Vilnia;Versmių g. ;Vilnius;118;Kitas
1161;Naujoji Vilnia;Viršupio g. ;Vilnius;2 iš 44;Kitas
1162;Naujoji Vilnia;Vlado Jurgučio g. ;Vilnius;20;Kitas
1163;Naujoji Vilnia;Vlado Mirono g. ;Vilnius;16;Kitas
1164;Naujoji Vilnia;Vlado Stašinsko g. ;Vilnius;40;Kitas
1165;Naujoji Vilnia;Zavadskių g. ;Vilnius;9;Kitas
1166;Naujoji Vilnia;Zofijos Gulevič g. ;Vilnius;33;Kitas
1167;Naujoji Vilnia;Žaliakalnio g. ;Vilnius;43;Kitas
1168;Naujoji Vilnia;Žaliakalnio Sodų 1-oji g. ;Vilnius;26;Sodas
1169;Naujoji Vilnia;Žaliakalnio Sodų 2-oji g. ;Vilnius;29;Sodas
1170;Naujoji Vilnia;Žemoji g. ;Vilnius;107;Kitas
1171;Naujoji Vilnia;Žiedų g. ;Vilnius;10;Kitas
1172;Naujoji Vilnia;Žilvičių g. ;Vilnius;54;Kitas
1173;Naujoji Vilnia;Žodiškių g. ;Vilnius;6;Kitas
1174;Naujoji Vilnia;Žvirblių g. ;Vilnius;1;Kitas
1175;Paneriai;Abromiškių g. ;Vilnius;18;Kitas
1176;Paneriai;Adolfo Jucio g. ;Vilnius;23;Kitas
1177;Paneriai;Agrastų g. ;Vilnius;28;Kitas
1178;Paneriai;Akmenės g. ;Vilnius;13;Kitas
1179;Paneriai;Alantos g. ;Vilnius;15;Kitas
1180;Paneriai;Aldonos Makūnaitės g. ;Vilnius;12;Kitas
1181;Paneriai;Aleksandro Jurašaičio g. ;Vilnius;15;Kitas
1182;Paneriai;Aleksandro Strauso g. ;Vilnius;17;Kitas
1183;Paneriai;Alksnyno g. ;Vilnius;2;Kitas
1184;Paneriai;Antano Gudaičio g. ;Vilnius;45;Kitas
1185;Paneriai;Apuokų g. ;Vilnius;15;Kitas
1186;Paneriai;Artojų g. ;Vilnius;23;Kitas
1187;Paneriai;Atokaitos g. ;Vilnius;11;Kitas
1188;Paneriai;Avilių g. ;Vilnius;1;Kitas
1189;Paneriai;Bališkių g. ;Vilnius;18;Kitas
1190;Paneriai;Baltosios Vokės g. ;Vilnius;31 iš 36;Kitas
1191;Paneriai;Baltosios Vokės Sodų g. ;Vilnius;1 iš 65;Sodas
1192;Paneriai;Baravykų g. ;Vilnius;11;Kitas
1193;Paneriai;Barkiškių g.;Vilnius;;Kitas
1194;Paneriai;Bičiulių g. ;Vilnius;27;Kitas
1195;Paneriai;Bražuolės g. ;Vilnius;55;Kitas
1196;Paneriai;Daniliškių g. ;Vilnius;36;Kitas
1197;Paneriai;Daubiškių g. ;Vilnius;14;Kitas
1198;Paneriai;Dedeliškių g. ;Vilnius;7;Kitas
1199;Paneriai;Degučių g. ;Vilnius;23;Kitas
1200;Paneriai;Diemedžio g.;Vilnius;;Kitas
1201;Paneriai;Dobrovolės g. ;Vilnius;2;Kitas
1202;Paneriai;Domicelės Tarabildienės g. ;Vilnius;25;Kitas
1203;Paneriai;Drevininkų g. ;Vilnius;95;Kitas
1204;Paneriai;Dubelės g. ;Vilnius;6;Kitas
1205;Paneriai;Dubliškių g. ;Vilnius;11;Kitas
1206;Paneriai;Dusmenų g. ;Vilnius;25;Kitas
1207;Paneriai;E. Pliaterytės g. ;Vilnius;37;Kitas
1208;Paneriai;Eduardo Andrė g. ;Vilnius;18;Kitas
1209;Paneriai;Eglyno g. ;Vilnius;7;Kitas
1210;Paneriai;Eišiškių pl. ;Vilnius;7 iš 111;Kitas
1211;Paneriai;Elvyro Andriolio g. ;Vilnius;44;Kitas
1212;Paneriai;Ežių g. ;Vilnius;3;Kitas
1213;Paneriai;Fabriko g. ;Vilnius;69;Kitas
1214;Paneriai;Fermentų g. ;Vilnius;3;Kitas
1215;Paneriai;Gaidžiabūdės g. ;Vilnius;10;Kitas
1216;Paneriai;Galvės g. ;Vilnius;11;Kitas
1217;Paneriai;Galvės 1-oji g. ;Vilnius;7;Kitas
1218;Paneriai;Galvės 2-oji g. ;Vilnius;4;Kitas
1219;Paneriai;Gariūnų g. ;Vilnius;18;Kitas
1220;Paneriai;Gariūnų aklg. ;Vilnius;16;Kitas
1221;Paneriai;Gerosios Valios g. ;Vilnius;9;Kitas
1222;Paneriai;Girių g. ;Vilnius;47;Kitas
1223;Paneriai;Granito g. ;Vilnius;13;Kitas
1224;Paneriai;Grinės g. ;Vilnius;9;Kitas
1225;Paneriai;Gunkliškių g. ;Vilnius;13;Kitas
1226;Paneriai;Guobų g. ;Vilnius;15;Kitas
1227;Paneriai;Gurelių g. ;Vilnius;95;Kitas
1228;Paneriai;I. Masalskio g. ;Vilnius;41;Kitas
1229;Paneriai;Ižos g. ;Vilnius;2;Kitas
1230;Paneriai;J. Tiškevičiaus g. ;Vilnius;53;Kitas
1231;Paneriai;Jaunystės g. ;Vilnius;67;Kitas
1232;Paneriai;Jočionių g. ;Vilnius;33;Kitas
1233;Paneriai;Jogėliškių g. ;Vilnius;27;Kitas
1234;Paneriai;Jono Kristupo Damelio g. ;Vilnius;15;Kitas
1235;Paneriai;Jono Rustemo g.;Vilnius;;Kitas
1236;Paneriai;Jono Švažo g. ;Vilnius;32;Kitas
1237;Paneriai;Juditos Vaičiūnaitės g. ;Vilnius;15;Kitas
1238;Paneriai;Juliaus Janonio g. ;Vilnius;40;Kitas
1239;Paneriai;Juliškių g. ;Vilnius;18;Kitas
1240;Paneriai;Juodšilių g. ;Vilnius;40;Kitas
1241;Paneriai;Juozapo Čechavičiaus g. ;Vilnius;10;Kitas
1242;Paneriai;Kadugių g. ;Vilnius;14;Kitas
1243;Paneriai;Kaimynų g. ;Vilnius;24;Kitas
1244;Paneriai;Kazbėjų g. ;Vilnius;65;Kitas
1245;Paneriai;Kazimiero Jokanto g. ;Vilnius;25;Kitas
1246;Paneriai;Kiaunių g. ;Vilnius;87;Kitas
1247;Paneriai;Kibirkšties g. ;Vilnius;12;Kitas
1248;Paneriai;Kiemeliškių g. ;Vilnius;30;Kitas
1249;Paneriai;Kirtimų g. ;Vilnius;59;Kitas
1250;Paneriai;Konstantino Ostrogiškio g. ;Vilnius;5;Kitas
1251;Paneriai;Kopūstėlių g. ;Vilnius;23;Kitas
1252;Paneriai;Kovarniškių g. ;Vilnius;8;Kitas
1253;Paneriai;Krautuvių g. ;Vilnius;5;Kitas
1254;Paneriai;Kunigiškių g. ;Vilnius;66 iš 92;Kitas
1255;Paneriai;Kuro g. ;Vilnius;4;Kitas
1256;Paneriai;L. Ivinskio g. ;Vilnius;6;Kitas
1257;Paneriai;Laukymės g. ;Vilnius;21;Kitas
1258;Paneriai;Leipalingio g. ;Vilnius;8;Kitas
1259;Paneriai;Lelijų g. ;Vilnius;7;Kitas
1260;Paneriai;Lentvario g. ;Vilnius;62;Kitas
1261;Paneriai;Liepų al. ;Vilnius;54;Kitas
1262;Paneriai;Lygainių g. ;Vilnius;8;Kitas
1263;Paneriai;Liudvinavo g. ;Vilnius;131;Kitas
1264;Paneriai;Logistikos g. ;Vilnius;6;Kitas
1265;Paneriai;Lukos g. ;Vilnius;18;Kitas
1266;Paneriai;Maceliškių g. ;Vilnius;4;Kitas
1267;Paneriai;Mačiuliškių g. ;Vilnius;26;Kitas
1268;Paneriai;Maksimiškių g. ;Vilnius;2;Kitas
1269;Paneriai;Mardasavo g. ;Vilnius;7;Kitas
1270;Paneriai;Margirio g. ;Vilnius;6;Kitas
1271;Paneriai;Matiškių g. ;Vilnius;45;Kitas
1272;Paneriai;Medkirčių g. ;Vilnius;19;Kitas
1273;Paneriai;Metelių g. ;Vilnius;5;Kitas
1274;Paneriai;Metropolio g. ;Vilnius;4;Kitas
1275;Paneriai;Mykolės Krinickaitės g. ;Vilnius;3;Kitas
1276;Paneriai;Miško g. ;Vilnius;5;Kitas
1277;Paneriai;Moksleivių g. ;Vilnius;7;Kitas
1278;Paneriai;Motiejaus Butrimavičiaus g. ;Vilnius;13;Kitas
1279;Paneriai;Mūrinės Vokės g. ;Vilnius;38;Kitas
1280;Paneriai;Naujasodžio g. ;Vilnius;86;Kitas
1281;Paneriai;Neskučių g. ;Vilnius;29;Kitas
1282;Paneriai;Ožiakalnio g. ;Vilnius;34;Kitas
1283;Paneriai;Pagirio g. ;Vilnius;10;Kitas
1284;Paneriai;Pagojuko g. ;Vilnius;12;Kitas
1285;Paneriai;Paneriškių g. ;Vilnius;20;Kitas
1286;Paneriai;Pašto g. ;Vilnius;10;Kitas
1287;Paneriai;Petešos g. ;Vilnius;26;Kitas
1288;Paneriai;Pietinė g.;Vilnius;;Kitas
1289;Paneriai;Pilialaukio g. ;Vilnius;8;Kitas
1290;Paneriai;Pilypinės g. ;Vilnius;13;Kitas
1291;Paneriai;Pirklių g. ;Vilnius;13;Kitas
1292;Paneriai;Plaknos g. ;Vilnius;43;Kitas
1293;Paneriai;Plikakalnio g. ;Vilnius;18;Kitas
1294;Paneriai;Plomėnų g.;Vilnius;;Kitas
1295;Paneriai;Pranapolio g. ;Vilnius;10;Kitas
1296;Paneriai;Prūdiškių g.;Vilnius;;Kitas
1297;Paneriai;Račkūnų g.;Vilnius;;Kitas
1298;Paneriai;Raipolio g. ;Vilnius;11;Kitas
1299;Paneriai;Raistelių g. ;Vilnius;3 iš 18;Kitas
1300;Paneriai;Ražienų g. ;Vilnius;7;Kitas
1301;Paneriai;Rėvos g.;Vilnius;;Kitas
1302;Paneriai;Rėžių g.;Vilnius;;Kitas
1303;Paneriai;Saidžiukų g. ;Vilnius;17;Kitas
1304;Paneriai;Sakų g. ;Vilnius;23;Kitas
1305;Paneriai;Salpos g. ;Vilnius;32;Kitas
1306;Paneriai;Sandėlių g. ;Vilnius;17;Kitas
1307;Paneriai;Sangrūdos g. ;Vilnius;20;Kitas
1308;Paneriai;Savanorių pr. ;Vilnius;25 iš 250;Kitas
1309;Paneriai;Senasis Gardino pl. ;Vilnius;6;Kitas
1310;Paneriai;Serapiniškių g.;Vilnius;;Kitas
1311;Paneriai;Sirpučių g. ;Vilnius;85;Kitas
1312;Paneriai;Skynimų g.;Vilnius;;Kitas
1313;Paneriai;Skirpstų g.;Vilnius;;Kitas
1314;Paneriai;Skurbutėnų g.;Vilnius;;Kitas
1315;Paneriai;Speigo g. ;Vilnius;9;Kitas
1316;Paneriai;Stanislovo Flerio g. ;Vilnius;20;Kitas
1317;Paneriai;Stasylų g. ;Vilnius;7;Kitas
1318;Paneriai;Stasio Krasausko g. ;Vilnius;27;Kitas
1319;Paneriai;Stasio Ušinsko g. ;Vilnius;17;Kitas
1320;Paneriai;Strazdų g. ;Vilnius;12;Kitas
1321;Paneriai;Svyronės g. ;Vilnius;26;Kitas
1322;Paneriai;Šalnaitės g. ;Vilnius;16;Kitas
1323;Paneriai;Šarkytės g. ;Vilnius;16;Kitas
1324;Paneriai;Šernų g. ;Vilnius;11;Kitas
1325;Paneriai;Šešėlių g. ;Vilnius;37;Kitas
1326;Paneriai;T. Zano g. ;Vilnius;10;Kitas
1327;Paneriai;Tarnėnų g. ;Vilnius;28;Kitas
1328;Paneriai;Terminalo g. ;Vilnius;6;Kitas
1329;Paneriai;Tylioji g. ;Vilnius;16;Kitas
1330;Paneriai;Titnago g. ;Vilnius;27 iš 39;Kitas
1331;Paneriai;Trampolio g. ;Vilnius;6;Kitas
1332;Paneriai;Trivyžos g. ;Vilnius;11;Kitas
1333;Paneriai;Trumpoji g. ;Vilnius;12;Kitas
1334;Paneriai;Urėdų g. ;Vilnius;37;Kitas
1335;Paneriai;Užilgių g.;Vilnius;;Kitas
1336;Paneriai;V. A. Graičiūno g. ;Vilnius;47;Kitas
1337;Paneriai;Vaduvos g. ;Vilnius;9 iš 85;Kitas
1338;Paneriai;Vaidagų g. ;Vilnius;69;Kitas
1339;Paneriai;Vaidotų g. ;Vilnius;38;Kitas
1340;Paneriai;Valkų g. ;Vilnius;8;Kitas
1341;Paneriai;Vanagiškių g. ;Vilnius;13;Kitas
1342;Paneriai;Varnikėlių g.;Vilnius;;Kitas
1343;Paneriai;Vasarotojų g. ;Vilnius;15;Kitas
1344;Paneriai;Veisiejų g. ;Vilnius;6;Kitas
1345;Paneriai;Vėjo g. ;Vilnius;77;Kitas
1346;Paneriai;Vėsos g. ;Vilnius;12;Kitas
1347;Paneriai;Vilijos g. ;Vilnius;17;Kitas
1348;Paneriai;Vilkiškės g. ;Vilnius;39;Kitas
1349;Paneriai;Vinkšnų g. ;Vilnius;3;Kitas
1350;Paneriai;Voverių g. ;Vilnius;14;Kitas
1351;Paneriai;Zigmantiškių g. ;Vilnius;5;Kitas
1352;Paneriai;Zubiškių g.;Vilnius;;Kitas
1353;Paneriai;Zuikių g. ;Vilnius;25 iš 35;Kitas
1354;Paneriai;Žalioji a. ;Vilnius;14;Kitas
1355;Paneriai;Žarijų g. ;Vilnius;14;Kitas
1356;Pašilaičiai;Antežerių g. ;Vilnius;14;Kitas
1357;Pašilaičiai;Augustų g. ;Vilnius;26;Kitas
1358;Pašilaičiai;Avižienių g. ;Vilnius;1;Kitas
1359;Pašilaičiai;Baluosių g. ;Vilnius;4;Kitas
1360;Pašilaičiai;Bendorių g. ;Vilnius;29;Kitas
1361;Pašilaičiai;Benykštaičių g. ;Vilnius;12;Kitas
1362;Pašilaičiai;Bieliūnų g. ;Vilnius;2;Kitas
1363;Pašilaičiai;Budiniškių g. ;Vilnius;1;Kitas
1364;Pašilaičiai;Čikagos al.;Vilnius;;Kitas
1365;Pašilaičiai;Čimbariškių g. ;Vilnius;15;Kitas
1366;Pašilaičiai;Dagiliškių g. ;Vilnius;18;Kitas
1367;Pašilaičiai;Dociškių g. ;Vilnius;11;Kitas
1368;Pašilaičiai;Duisburgo g. ;Vilnius;4;Kitas
1369;Pašilaičiai;Edinburgo g. ;Vilnius;14;Kitas
1370;Pašilaičiai;Eitminų g. ;Vilnius;8;Kitas
1371;Pašilaičiai;Fridricho Gedkanto g. ;Vilnius;20;Kitas
1372;Pašilaičiai;Gabijos g. ;Vilnius;65;Kitas
1373;Pašilaičiai;Gailašių g. ;Vilnius;20;Kitas
1374;Pašilaičiai;Gegliškių g. ;Vilnius;40;Kitas
1375;Pašilaičiai;Gileikių g.;Vilnius;;Kitas
1376;Pašilaičiai;Gineitiškių g. ;Vilnius;50;Kitas
1377;Pašilaičiai;Girulių g. ;Vilnius;15;Kitas
1378;Pašilaičiai;Graužupių g. ;Vilnius;19;Kitas
1379;Pašilaičiai;Grigalaukio g. ;Vilnius;3;Kitas
1380;Pašilaičiai;Grikienių g. ;Vilnius;4;Kitas
1381;Pašilaičiai;Jono Glaubico g. ;Vilnius;22;Kitas
1382;Pašilaičiai;Juodelių g. ;Vilnius;9;Kitas
1383;Pašilaičiai;Juozo Kamarausko g. ;Vilnius;38;Kitas
1384;Pašilaičiai;Jurgio Baltrušaičio g. ;Vilnius;5;Kitas
1385;Pašilaičiai;Justiniškių g. ;Vilnius;21 iš 124;Kitas
1386;Pašilaičiai;Karališkių g. ;Vilnius;24;Kitas
1387;Pašilaičiai;Kelmiškių g. ;Vilnius;25;Kitas
1388;Pašilaičiai;Kelpių g. ;Vilnius;16;Kitas
1389;Pašilaičiai;Laidagalvių g. ;Vilnius;11;Kitas
1390;Pašilaičiai;Laisvės pr. ;Vilnius;51 iš 124;Kitas
1391;Pašilaičiai;Lazdakiemio g. ;Vilnius;10;Kitas
1392;Pašilaičiai;Leičių g. ;Vilnius;1;Kitas
1393;Pašilaičiai;Masionių g. ;Vilnius;11;Kitas
1394;Pašilaičiai;Medeinos g. ;Vilnius;40;Kitas
1395;Pašilaičiai;Mykolo Šulco g. ;Vilnius;11;Kitas
1396;Pašilaičiai;Pagrandos g. ;Vilnius;15;Kitas
1397;Pašilaičiai;Pašilaičių g. ;Vilnius;37;Kitas
1398;Pašilaičiai;Pavilnionių g. ;Vilnius;13;Kitas
1399;Pašilaičiai;Perkūnkiemio g. ;Vilnius;40;Kitas
1400;Pašilaičiai;Pikutiškių g. ;Vilnius;55;Kitas
1401;Pašilaičiai;Pumpėnų g. ;Vilnius;1;Kitas
1402;Pašilaičiai;Pušaloto g.;Vilnius;;Kitas
1403;Pašilaičiai;Putiniškių g. ;Vilnius;39;Kitas
1404;Pašilaičiai;Raisteniškių g. ;Vilnius;27;Kitas
1405;Pašilaičiai;Raudonbalės g. ;Vilnius;28;Kitas
1406;Pašilaičiai;Ryliškių g. ;Vilnius;18;Kitas
1407;Pašilaičiai;S. Lasavicko g. ;Vilnius;7;Kitas
1408;Pašilaičiai;Sviliškių g. ;Vilnius;9;Kitas
1409;Pašilaičiai;Tarandės g. ;Vilnius;53;Kitas
1410;Pašilaičiai;Tauliškių g. ;Vilnius;22;Kitas
1411;Pašilaičiai;Tekliūnų g. ;Vilnius;11;Kitas
1412;Pašilaičiai;Tomo Žebrausko g. ;Vilnius;21;Kitas
1413;Pašilaičiai;Ukmergės g. ;Vilnius;46 iš 146;Kitas
1414;Pašilaičiai;Užubalių g. ;Vilnius;18;Kitas
1415;Pašilaičiai;V. Smakausko g. ;Vilnius;6;Kitas
1416;Pašilaičiai;Vaivadiškių g. ;Vilnius;61;Kitas
1417;Pašilaičiai;Vakarinė g. ;Vilnius;22;Kitas
1418;Pašilaičiai;Vidautiškių g. ;Vilnius;17;Kitas
1419;Pašilaičiai;Vincento Gorskio g. ;Vilnius;26;Kitas
1420;Pašilaičiai;Virbeliškių g. ;Vilnius;3;Kitas
1421;Pašilaičiai;Zalcburgo al.;Vilnius;;Kitas
1422;Pašilaičiai;Žalesos g. ;Vilnius;4;Kitas
1423;Pašilaičiai;Žemynos g. ;Vilnius;50;Kitas
1424;Pašilaičiai;Žirgupės g. ;Vilnius;16;Kitas
1425;Pašilaičiai;Žozefo Pusjė g. ;Vilnius;22;Kitas
1426;Pilaitė;Adomo Brako g. ;Vilnius;4;Kitas
1427;Pilaitė;Aismarių g. ;Vilnius;10;Kitas
1428;Pilaitė;Alnos g. ;Vilnius;7;Kitas
1429;Pilaitė;Angelavos g. ;Vilnius;16;Kitas
1430;Pilaitė;Antanerės g. ;Vilnius;6;Kitas
1431;Pilaitė;Argos g. ;Vilnius;3;Kitas
1432;Pilaitė;Arnavos g. ;Vilnius;13;Kitas
1433;Pilaitė;Auros g. ;Vilnius;5;Kitas
1434;Pilaitė;Balgos g. ;Vilnius;10;Kitas
1435;Pilaitė;Bitėnų g. ;Vilnius;10;Kitas
1436;Pilaitė;Cintų g. ;Vilnius;5;Kitas
1437;Pilaitė;Čekoniškių g. ;Vilnius;32;Kitas
1438;Pilaitė;Danės g. ;Vilnius;9;Kitas
1439;Pilaitė;Dargužių g. ;Vilnius;12;Kitas
1440;Pilaitė;Darkiemio g. ;Vilnius;31;Kitas
1441;Pilaitė;Deimenos g. ;Vilnius;2;Kitas
1442;Pilaitė;Dituvos g. ;Vilnius;44;Kitas
1443;Pilaitė;Eitkūnų g. ;Vilnius;6;Kitas
1444;Pilaitė;Gavaičių g. ;Vilnius;3;Kitas
1445;Pilaitė;Gedupės g. ;Vilnius;8;Kitas
1446;Pilaitė;Gelažių g. ;Vilnius;5;Kitas
1447;Pilaitė;Geryčių g. ;Vilnius;3;Kitas
1448;Pilaitė;Gilijos g.;Vilnius;;Kitas
1449;Pilaitė;Gilužio g. ;Vilnius;13;Kitas
1450;Pilaitė;Girdavos g. ;Vilnius;42;Kitas
1451;Pilaitė;Gumbinės g. ;Vilnius;13;Kitas
1452;Pilaitė;I. Kanto al. ;Vilnius;30;Kitas
1453;Pilaitė;I. Simonaitytės g. ;Vilnius;11;Kitas
1454;Pilaitė;Ievos Labutytės g. ;Vilnius;14;Kitas
1455;Pilaitė;Ylavos g. ;Vilnius;10;Kitas
1456;Pilaitė;Ilmenos g. ;Vilnius;3;Kitas
1457;Pilaitė;Įsruties g. ;Vilnius;35;Kitas
1458;Pilaitė;J. Bobrovskio g. ;Vilnius;9;Kitas
1459;Pilaitė;J. Bretkūno g. ;Vilnius;18;Kitas
1460;Pilaitė;J. Zauerveino g.;Vilnius;;Kitas
1461;Pilaitė;Juodkrantės g. ;Vilnius;1;Kitas
1462;Pilaitė;Karaliaučiaus g. ;Vilnius;70;Kitas
1463;Pilaitė;Karvaičių g. ;Vilnius;36;Kitas
1464;Pilaitė;Katyčių g. ;Vilnius;2;Kitas
1465;Pilaitė;Katniavos g. ;Vilnius;43;Kitas
1466;Pilaitė;Kirsnos g. ;Vilnius;10;Kitas
1467;Pilaitė;Knygnešių g. ;Vilnius;4;Kitas
1468;Pilaitė;Knypavos g. ;Vilnius;29;Kitas
1469;Pilaitė;Kriaučiūnų g. ;Vilnius;126;Kitas
1470;Pilaitė;L. Rėzos al. ;Vilnius;1;Kitas
1471;Pilaitė;Labguvos g. ;Vilnius;13;Kitas
1472;Pilaitė;Lauknos g. ;Vilnius;3;Kitas
1473;Pilaitė;Lautės g. ;Vilnius;80;Kitas
1474;Pilaitė;Lūjos g. ;Vilnius;19;Kitas
1475;Pilaitė;Luknojų g.;Vilnius;;Kitas
1476;Pilaitė;M. Jankaus g. ;Vilnius;4;Kitas
1477;Pilaitė;M. Mažvydo g. ;Vilnius;17;Kitas
1478;Pilaitė;M. Pretorijaus g. ;Vilnius;4;Kitas
1479;Pilaitė;Medinavos g. ;Vilnius;15;Kitas
1480;Pilaitė;Mielkiemio g. ;Vilnius;5;Kitas
1481;Pilaitė;Mikytų g. ;Vilnius;5;Kitas
1482;Pilaitė;Nadruvos g. ;Vilnius;35;Kitas
1483;Pilaitė;Nidos g. ;Vilnius;6;Kitas
1484;Pilaitė;Obeliškių g.;Vilnius;;Kitas
1485;Pilaitė;Padekaniškių g. ;Vilnius;21;Kitas
1486;Pilaitė;Pajautos g. ;Vilnius;16;Kitas
1487;Pilaitė;Pakarvių g.;Vilnius;;Kitas
1488;Pilaitė;Pakluonės g. ;Vilnius;31;Kitas
1489;Pilaitė;Palvininkų g.;Vilnius;;Kitas
1490;Pilaitė;Papilėnų g. ;Vilnius;25;Kitas
1491;Pilaitė;Papiškių g. ;Vilnius;22;Kitas
1492;Pilaitė;Pervalkos g. ;Vilnius;1;Kitas
1493;Pilaitė;Pilaitės pr. ;Vilnius;9 iš 15;Kitas
1494;Pilaitė;Pilaitės Sodų g. ;Vilnius;27;Sodas
1495;Pilaitė;Pilaitės Sodų 1-oji g. ;Vilnius;22;Sodas
1496;Pilaitė;Pilaitės Sodų 2-oji g. ;Vilnius;14;Sodas
1497;Pilaitė;Pilaitės Sodų 3-ioji g. ;Vilnius;26;Sodas
1498;Pilaitė;Pilaitės Sodų 4-oji g. ;Vilnius;26;Sodas
1499;Pilaitė;Pilaitės Sodų 5-oji g. ;Vilnius;21;Sodas
1500;Pilaitė;Pilaitės Sodų 6-oji g. ;Vilnius;28;Sodas
1501;Pilaitė;Pilaitės Sodų 8-oji g. ;Vilnius;23;Sodas
1502;Pilaitė;Piliakalnio g. ;Vilnius;21;Kitas
1503;Pilaitė;Piliavos g. ;Vilnius;6;Kitas
1504;Pilaitė;Pilkalnio g.;Vilnius;;Kitas
1505;Pilaitė;Platiniškių g. ;Vilnius;6;Kitas
1506;Pilaitė;Preilos g.;Vilnius;;Kitas
1507;Pilaitė;Priegliaus g. ;Vilnius;9;Kitas
1508;Pilaitė;Priekulės g. ;Vilnius;21;Kitas
1509;Pilaitė;Ragainės g. ;Vilnius;16;Kitas
1510;Pilaitė;Rambyno g. ;Vilnius;8;Kitas
1511;Pilaitė;Ramintos g. ;Vilnius;9;Kitas
1512;Pilaitė;Rantavos g. ;Vilnius;11;Kitas
1513;Pilaitė;Rasytės g. ;Vilnius;25;Kitas
1514;Pilaitė;Rojaus g. ;Vilnius;4;Kitas
1515;Pilaitė;Rūdavos g. ;Vilnius;20;Kitas
1516;Pilaitė;Rusnės g. ;Vilnius;3;Kitas
1517;Pilaitė;Saldenės g. ;Vilnius;9;Kitas
1518;Pilaitė;Salotės g. ;Vilnius;27;Kitas
1519;Pilaitė;Sauluvos g. ;Vilnius;25;Kitas
1520;Pilaitė;Sembos g. ;Vilnius;17;Kitas
