id;street;purpose;area;area_useful;year;year_renov;renov_status;efficiency;no_flats;not_living_flats;land;house
1710;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);3942.18;3265.75;1988.0;;Nerenovuotas;;56.0;0.0;0.0;12
1711;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);7828.81;7051.01;1988.0;;Nerenovuotas;;108.0;0.0;0.0;14
1712;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);1187.52;950.37;1988.0;;Nerenovuotas;;16.0;0.0;0.0;16
1713;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);5029.21;4538.67;1988.0;;Nerenovuotas;;72.0;0.0;0.0;18
1714;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);0.0;3097.68;1989.0;;Nerenovuotas;E;82.0;0.0;0.0;20
1715;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);3491.63;0.0;1988.0;2016.0;Renovuotas;C;48.0;0.0;0.0;22
1716;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);3820.77;0.0;1988.0;;Nerenovuotas;;52.0;0.0;0.0;26
1717;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);2660.91;2393.91;1988.0;;Nerenovuotas;;36.0;0.0;0.0;28
1718;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);4141.31;0.0;1988.0;;Nerenovuotas;;60.0;0.0;0.0;30
1719;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);7768.85;6996.21;1988.0;;Nerenovuotas;;108.0;0.0;0.0;32
1720;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);0.0;7097.59;1990.0;;Nerenovuotas;;80.0;1.0;0.0;34
1721;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);889.63;889.63;1988.0;;Nerenovuotas;;16.0;0.0;0.0;36
1722;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);0.0;2321.7;1988.0;;Nerenovuotas;;40.0;0.0;0.0;38
1723;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);2646.52;0.0;1988.0;;Nerenovuotas;;35.0;1.0;0.0;40
1724;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);2636.77;2366.66;1989.0;;Nerenovuotas;;36.0;0.0;0.0;46
1725;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);0.0;0.0;1989.0;;Nerenovuotas;;40.0;0.0;0.0;48
1726;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);5903.77;5802.31;1990.0;;Nerenovuotas;;79.0;1.0;0.0;52
1727;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);0.0;949.73;1989.0;;Nerenovuotas;;16.0;0.0;0.0;54
1728;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);4192.89;3484.56;1989.0;;Nerenovuotas;;60.0;0.0;0.0;56
1729;S.Stanevičiausg.;Gyvenamoji (įvairioms socialinėms grupėms);2701.93;2133.92;1991.0;;Nerenovuotas;;30.0;0.0;0.0;57
1730;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);2614.41;0.0;1989.0;;Nerenovuotas;;36.0;0.0;0.0;58
1731;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);3815.84;0.0;1989.0;;Nerenovuotas;;52.0;0.0;0.0;60
1732;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);0.0;5563.25;1989.0;;Nerenovuotas;;96.0;0.0;0.0;64
1733;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);7772.31;6997.12;1989.0;;Nerenovuotas;;108.0;0.0;0.0;66
1734;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);1181.51;950.18;1989.0;;Nerenovuotas;;16.0;0.0;0.0;70
1735;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);0.0;0.0;1989.0;;Nerenovuotas;;72.0;0.0;0.0;72
1736;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);3841.93;3350.88;1989.0;;Nerenovuotas;;52.0;0.0;0.0;74
1737;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);0.0;0.0;1989.0;;Nerenovuotas;;32.0;0.0;0.0;76
1738;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);3946.56;3238.45;1990.0;;Nerenovuotas;;56.0;0.0;0.0;78
1739;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);4152.66;3478.21;1989.0;;Nerenovuotas;;52.0;0.0;0.0;82
1740;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);3023.98;2752.73;1989.0;;Nerenovuotas;;40.0;0.0;0.95;94
1741;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);7664.6;5815.16;2003.0;;Nerenovuotas;;85.0;62.0;0.34;96
1742;S.Stanevičiausg.;Gyvenamoji (trys ir daugiau butų);5497.71;3896.47;2004.0;;Nerenovuotas;;60.0;57.0;0.87;96A
1743;S.Žukauskog.;Gyvenamoji (trys ir daugiau butų);0.0;3198.97;2003.0;;Nerenovuotas;;41.0;15.0;0.0;21
1744;S.Žukauskog.;Gyvenamoji (trys ir daugiau butų);4299.34;2926.76;2003.0;;Nerenovuotas;C;42.0;6.0;0.49;23
1745;S.Žukauskog.;Gyvenamoji (trys ir daugiau butų);5985.26;2724.27;2003.0;;Nerenovuotas;C;48.0;90.0;0.0;33
1746;S.Žukauskog.;Gyvenamoji (trys ir daugiau butų);5883.34;5272.19;2004.0;;Nerenovuotas;C;91.0;10.0;0.0;35
1747;S.Žukauskog.;Gyvenamoji (trys ir daugiau butų);5944.76;3739.03;2003.0;;Nerenovuotas;;60.0;35.0;0.7;39
1748;S.Žukauskog.;Nenustatyta;0.0;0.0;2003.0;;Nerenovuotas;;;0.0;0.0;43
1749;S.Batorog.;Gyvenamoji (trys ir daugiau butų);82.44;68.01;1913.0;;Nerenovuotas;G;3.0;0.0;0.0;58
1750;Sakališkiųg.;Gyvenamoji (trys ir daugiau butų);185.8;185.8;1963.0;;Nerenovuotas;;4.0;0.0;0.0;1
1751;Sakališkiųg.;Gyvenamoji (trys ir daugiau butų);179.74;179.74;1962.0;;Nerenovuotas;;4.0;0.0;0.0;3
1752;Sakalųg.;Gyvenamoji (trys ir daugiau butų);1512.03;1492.17;1993.0;;Nerenovuotas;;28.0;0.0;0.4;23
1753;Salininkųg.;Gyvenamoji (trys ir daugiau butų);227.95;227.95;1967.0;;Nerenovuotas;;4.0;0.0;0.17;111
1754;Salininkųg.;Gyvenamoji (trys ir daugiau butų);199.59;199.59;1940.0;;Nerenovuotas;;4.0;0.0;0.0;139
1755;SalomėjosNėriesg.;Gyvenamoji (trys ir daugiau butų);7012.0;7012.0;2008.0;;Nerenovuotas;C;90.0;0.0;0.0;24
1756;Šaltiniųg.;Gyvenamoji (trys ir daugiau butų);1198.67;1011.01;2015.0;;Nerenovuotas;B;16.0;4.0;1.16;20
1757;Šaltiniųg.;Gyvenamoji (trys ir daugiau butų);2374.13;2019.05;2009.0;;Nerenovuotas;B;30.0;4.0;1.16;22
1758;Šaltiniųg.;Gyvenamoji (trys ir daugiau butų);2830.3;2708.32;2016.0;;Nerenovuotas;B;41.0;2.0;1.16;24
1759;Šaltiniųg.;Gyvenamoji (trys ir daugiau butų);3259.7;2697.64;2009.0;;Nerenovuotas;B;25.0;6.0;1.16;26
1760;Šaltiniųg.;Gyvenamoji (trys ir daugiau butų);1287.96;1073.91;1940.0;;Nerenovuotas;;16.0;1.0;0.0;7
1761;Šaltiniųg.;Gyvenamoji (trys ir daugiau butų);597.02;470.74;1940.0;;Nerenovuotas;;8.0;0.0;0.0;8
1762;Šaltkalviųg.;Gyvenamoji (įvairioms socialinėms grupėms);4263.51;3450.67;1969.0;;Nerenovuotas;;2.0;0.0;0.13;14
1763;Šaltkalviųg.;Gyvenamoji (trys ir daugiau butų);3383.26;3125.46;1972.0;;Nerenovuotas;;108.0;0.0;0.0;66
1764;Saltoniškiųg.;Gyvenamoji (trys ir daugiau butų);4022.93;3653.16;1987.0;;Nerenovuotas;;72.0;1.0;0.35;21
1765;Saltoniškiųg.;Gyvenamoji (trys ir daugiau butų);7913.38;4340.8;2008.0;;Nerenovuotas;C;59.0;4.0;0.06;36
1766;Saltoniškiųg.;Gyvenamoji (trys ir daugiau butų);0.0;0.0;1983.0;;Nerenovuotas;;72.0;0.0;0.0;54
1767;Saltoniškiųg.;Gyvenamoji (trys ir daugiau butų);3072.7;3072.7;1958.0;;Nerenovuotas;;9.0;0.0;0.0;56
1768;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);2128.25;1839.16;2014.0;;Nerenovuotas;B;31.0;25.0;0.0;109A
1769;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1736.99;1736.99;2007.0;;Nerenovuotas;;27.0;0.0;0.0;29
1770;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);483.52;483.52;2006.0;;Nerenovuotas;;9.0;0.0;1.47;29A
1771;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1708.51;1708.51;2006.0;;Nerenovuotas;;27.0;0.0;0.0;37
1772;Sauleniųg.;Gyvenamoji (trys ir daugiau butų);693.58;532.37;2008.0;;Nerenovuotas;;6.0;0.0;0.0;6
1773;Saulėsg.;Gyvenamoji (trys ir daugiau butų);425.3;315.92;2010.0;;Nerenovuotas;;3.0;0.0;0.0;10B
1774;Saulėsg.;Gyvenamoji (trys ir daugiau butų);1053.85;777.94;2004.0;;Nerenovuotas;;9.0;3.0;0.09;31
1775;Saulėtekioal.;Gyvenamoji (įvairioms socialinėms grupėms);6415.3;6075.91;1974.0;;Nerenovuotas;;5.0;0.0;0.0;16
1776;Saulėtekioal.;Gyvenamoji (įvairioms socialinėms grupėms);8792.87;8792.87;1985.0;;Nerenovuotas;;6.0;0.0;0.0;19
1777;Saulėtekioal.;Gyvenamoji (įvairioms socialinėms grupėms);3580.53;2950.65;1984.0;;Nerenovuotas;;2.0;0.0;0.0;39A
1778;Saulėtekioal.;Gyvenamoji (trys ir daugiau butų);2274.03;1881.48;1994.0;;Nerenovuotas;;20.0;0.0;0.0;53
1779;Saulėtekioal.;Gyvenamoji (trys ir daugiau butų);1166.5;975.16;1994.0;;Nerenovuotas;;10.0;0.0;0.0;55
1780;Saulėtekioal.;Gyvenamoji (trys ir daugiau butų);0.0;0.0;1994.0;;Nerenovuotas;;30.0;0.0;0.0;57
1781;Sausio13-osiosg.;Gyvenamoji (trys ir daugiau butų);947.4;817.0;1973.0;;Nerenovuotas;E;15.0;0.0;0.0;5
1782;Sausio13-osiosg.;Gyvenamoji (trys ir daugiau butų);1871.4;1564.5;1973.0;;Nerenovuotas;E;30.0;0.0;0.0;5
1783;Sausio13-osiosg.;Gyvenamoji (trys ir daugiau butų);4167.7;3765.97;1973.0;;Nerenovuotas;E;72.0;0.0;0.0;5
1784;Sausio13-osiosg.;Gyvenamoji (trys ir daugiau butų);1876.95;1566.91;1973.0;;Nerenovuotas;E;30.0;0.0;0.0;5
1785;Sausio13-osiosg.;Gyvenamoji (trys ir daugiau butų);1873.4;1564.5;1973.0;;Nerenovuotas;E;30.0;0.0;0.0;5
1786;Sausio13-osiosg.;Gyvenamoji (trys ir daugiau butų);940.9;820.6;1972.0;;Nerenovuotas;E;15.0;0.0;0.0;33
1787;Sausio13-osiosg.;Gyvenamoji (trys ir daugiau butų);1876.29;1566.49;1972.0;;Nerenovuotas;E;30.0;0.0;0.0;33
1788;Sausio13-osiosg.;Gyvenamoji (trys ir daugiau butų);1869.7;1567.6;1972.0;;Nerenovuotas;E;30.0;0.0;0.0;33
1789;Sausio13-osiosg.;Gyvenamoji (trys ir daugiau butų);6274.56;5640.9;1972.0;;Nerenovuotas;E;108.0;0.0;0.0;33
1790;Sausio13-osiosg.;Gyvenamoji (trys ir daugiau butų);4176.31;3587.48;1973.0;2016.0;Renovuotas;E;68.0;2.0;0.0;7
1791;Sausio13-osiosg.;Gyvenamoji (trys ir daugiau butų);4166.32;3702.03;1973.0;;Nerenovuotas;E;71.0;1.0;0.0;7
1792;Sausio13-osiosg.;Gyvenamoji (trys ir daugiau butų);1623.6;1494.91;1973.0;2016.0;Renovuotas;E;27.0;0.0;0.0;7
1793;Sausio13-osiosg.;Gyvenamoji (trys ir daugiau butų);1876.23;1567.43;1973.0;2016.0;Renovuotas;E;30.0;0.0;0.0;7
1794;Sausupiog.;Gyvenamoji (trys ir daugiau butų);603.55;575.3;1960.0;;Nerenovuotas;;3.0;0.0;0.2;18
1795;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);5274.76;4431.75;1964.0;;Nerenovuotas;D;100.0;0.0;0.0;34
1796;Savanoriųg.;Gyvenamoji (trys ir daugiau butų);5717.94;2525.17;1959.0;;Nerenovuotas;;68.0;0.0;0.0;65
1797;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);5789.53;4408.42;1956.0;;Nerenovuotas;E;72.0;9.0;0.0;11
1798;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);456.61;340.93;1911.0;;Nerenovuotas;;3.0;0.0;0.0;114
1799;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);0.0;2259.29;2001.0;;Nerenovuotas;;31.0;21.0;0.0;11E
1800;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);0.0;426.2;1948.0;;Nerenovuotas;;12.0;0.0;0.0;153
1801;Savanoriųpr.;Administracinė;11561.96;2588.61;2010.0;;Nerenovuotas;C;59.0;14.0;0.9;18
1802;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);2598.52;1997.97;1976.0;;Nerenovuotas;;50.0;2.0;0.0;222
1803;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);434.64;434.64;1975.0;;Nerenovuotas;;10.0;0.0;0.0;227
1804;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);3270.79;3068.51;1965.0;;Nerenovuotas;;4.0;0.0;0.0;33
1805;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);2996.0;2795.88;1976.0;;Nerenovuotas;;48.0;3.0;0.0;46
1806;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);2981.7;2774.77;1976.0;;Nerenovuotas;;48.0;3.0;0.0;46
1807;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);2983.62;2735.04;1976.0;;Nerenovuotas;;48.0;3.0;0.0;46
1808;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);5296.21;4422.65;1964.0;;Nerenovuotas;;100.0;0.0;0.0;50
1809;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);2991.32;2766.77;1975.0;;Nerenovuotas;;48.0;4.0;0.0;56
1810;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);2993.88;2818.73;1975.0;;Nerenovuotas;;48.0;2.0;0.0;56
1811;Savanoriųpr.;Gyvenamoji (trys ir daugiau butų);3032.41;2790.19;1975.0;2015.0;Nerenovuotas;;48.0;4.0;0.0;56
1812;Savanoriųpr.;Gyvenamoji (vieno buto pastatai);3240.06;2656.67;1964.0;;Nerenovuotas;;59.0;1.0;0.0;58
1813;Šeimyniškiųg.;Gyvenamoji (trys ir daugiau butų);0.0;179.29;1940.0;;Nerenovuotas;;3.0;3.0;0.0;17
1814;Šeimyniškiųg.;Gyvenamoji (trys ir daugiau butų);4687.49;4096.4;2003.0;;Nerenovuotas;;54.0;32.0;0.6;21C
1815;Šeimyniškiųg.;Gyvenamoji (trys ir daugiau butų);2734.33;2353.31;2002.0;;Nerenovuotas;;28.0;22.0;0.0;21D
1816;Šeimyniškiųg.;Gyvenamoji (trys ir daugiau butų);418.28;275.44;1940.0;;Nerenovuotas;;4.0;1.0;0.0;24
1817;Šeimyniškiųg.;Gyvenamoji (trys ir daugiau butų);5935.28;5052.56;1977.0;2009.0;Renovuotas;C;51.0;1.0;0.0;30
1818;Šeimyniškiųg.;Gyvenamoji (trys ir daugiau butų);1911.84;1592.43;1977.0;2009.0;Renovuotas;C;20.0;0.0;0.0;34
1819;Šeimyniškiųg.;Gyvenamoji (trys ir daugiau butų);1963.35;1642.41;1976.0;2009.0;Renovuotas;C;20.0;0.0;0.0;36
1820;Šeimyniškiųg.;Gyvenamoji (trys ir daugiau butų);4490.22;3758.7;1977.0;2009.0;Renovuotas;C;40.0;0.0;0.0;38
1821;Šeimyniškiųg.;Gyvenamoji (trys ir daugiau butų);4527.43;4129.51;1975.0;;Nerenovuotas;;59.0;1.0;0.0;42
1822;Sėliųg.;Gyvenamoji (trys ir daugiau butų);1205.46;830.33;1994.0;;Nerenovuotas;;6.0;0.0;0.0;16B
1823;Sėliųg.;Gyvenamoji (trys ir daugiau butų);5353.89;3876.36;1993.0;;Nerenovuotas;;45.0;45.0;0.0;18
1824;Sėliųg.;Gyvenamoji (trys ir daugiau butų);220.52;215.03;1940.0;;Nerenovuotas;;4.0;0.0;0.0;19
1825;Sėliųg.;Gyvenamoji (trys ir daugiau butų);4936.85;3051.47;2007.0;;Nerenovuotas;;41.0;7.0;0.0;29
1826;Sėliųg.;Gyvenamoji (trys ir daugiau butų);2235.48;859.45;2004.0;;Nerenovuotas;;13.0;10.0;0.11;33
1827;Sėliųg.;Gyvenamoji (trys ir daugiau butų);3532.83;2890.14;2000.0;;Nerenovuotas;;38.0;25.0;0.0;72
1828;Šerkšnog.;Gyvenamoji (trys ir daugiau butų);390.65;291.25;2005.0;;Nerenovuotas;;3.0;0.0;0.06;3
1829;Šermukšniųg.;Nenustatyta;776.77;599.37;1940.0;;Nerenovuotas;;6.0;0.0;0.0;1C
1830;Šešėliųg.;Gyvenamoji (trys ir daugiau butų);0.0;547.5;1980.0;;Nerenovuotas;;10.0;0.0;0.0;10B
1831;Šeškinėsg.;Gyvenamoji (trys ir daugiau butų);5496.95;4573.94;1982.0;;Nerenovuotas;D;81.0;0.0;0.0;11
1832;Šeškinėsg.;Gyvenamoji (trys ir daugiau butų);3959.5;3300.23;1982.0;;Nerenovuotas;;60.0;0.0;0.0;13
1833;Šeškinėsg.;Gyvenamoji (trys ir daugiau butų);4003.77;3373.6;1982.0;;Nerenovuotas;D;60.0;0.0;0.0;17
1834;Šeškinėsg.;Gyvenamoji (trys ir daugiau butų);4003.43;3359.96;1982.0;2016.0;Renovuotas;;60.0;0.0;0.0;19
1835;Šeškinėsg.;Gyvenamoji (trys ir daugiau butų);5655.19;5045.24;2005.0;;Nerenovuotas;;62.0;15.0;0.96;4
1836;Šeškinėsg.;Gyvenamoji (trys ir daugiau butų);6834.9;5820.34;2006.0;;Nerenovuotas;;89.0;251.0;0.36;45C
1837;Šeškinėsg.;Gyvenamoji (trys ir daugiau butų);6071.58;5078.32;1985.0;;Nerenovuotas;;92.0;6.0;0.0;59
1838;Šeškinėsg.;Gyvenamoji (trys ir daugiau butų);0.0;5978.59;1984.0;;Nerenovuotas;;92.0;0.0;0.0;61
1839;Šeškinėsg.;Gyvenamoji (trys ir daugiau butų);4902.02;4382.41;1980.0;;Nerenovuotas;C;71.0;1.0;0.07;71
1840;Šeškinėsg.;Gyvenamoji (trys ir daugiau butų);0.0;0.0;1980.0;;Nerenovuotas;C;109.0;0.0;0.1;73
1841;Šeškinėsg.;Gyvenamoji (trys ir daugiau butų);5367.89;4898.12;1984.0;;Nerenovuotas;;74.0;3.0;0.28;79
1842;Šešuolių;Gyvenamoji (trys ir daugiau butų);0.0;0.0;;;Nerenovuotas;;;0.0;0.0;g.
1843;Šešuoliųg.;Gyvenamoji (trys ir daugiau butų);3781.66;3160.55;1976.0;;Nerenovuotas;;60.0;0.0;0.0;1
1844;Šešuoliųg.;Gyvenamoji (trys ir daugiau butų);3770.73;3156.76;1976.0;;Nerenovuotas;;60.0;0.0;0.0;5
1845;Šešuoliųg.;Gyvenamoji (trys ir daugiau butų);2065.12;1720.25;1976.0;;Nerenovuotas;;30.0;0.0;0.0;7
1846;Šešuoliųg.;Gyvenamoji (trys ir daugiau butų);4209.98;3765.68;1976.0;;Nerenovuotas;;72.0;0.0;0.0;9
1847;Sibirog.;Gyvenamoji (trys ir daugiau butų);225.08;193.48;1922.0;;Nerenovuotas;;3.0;0.0;0.0;13
1848;Sibirog.;Gyvenamoji (trys ir daugiau butų);188.92;152.71;1940.0;;Nerenovuotas;G;3.0;1.0;0.13;17
1849;Sibirog.;Gyvenamoji (trys ir daugiau butų);140.29;109.17;1940.0;;Nerenovuotas;;1.0;0.0;0.0;4
1850;Siesikųg.;Gyvenamoji (trys ir daugiau butų);378.26;342.36;1955.0;;Nerenovuotas;;6.0;0.0;0.0;15C
1851;Šilog.;Gyvenamoji (trys ir daugiau butų);6776.03;0.0;2003.0;;Nerenovuotas;;50.0;171.0;0.0;19
1852;Šilog.;Gyvenamoji (trys ir daugiau butų);0.0;2105.09;1975.0;2008.0;Renovuotas;;24.0;0.0;0.0;27
1853;Šilog.;Gyvenamoji (trys ir daugiau butų);3196.04;2235.23;1975.0;;Nerenovuotas;;14.0;2.0;0.0;29
1854;Šilog.;Gyvenamoji (trys ir daugiau butų);0.0;2443.02;1975.0;;Nerenovuotas;;17.0;0.0;0.0;29
1855;Šilog.;Gyvenamoji (trys ir daugiau butų);1713.97;1258.0;1961.0;2011.0;Renovuotas;B;35.0;1.0;0.0;3
1856;Šilog.;Nenustatyta;0.0;0.0;1955.0;;Nerenovuotas;;;0.0;0.0;5
1857;Šilog.;Gyvenamoji (trys ir daugiau butų);889.22;669.69;1981.0;;Nerenovuotas;;6.0;1.0;0.0;50
1858;Šilog.;Gyvenamoji (trys ir daugiau butų);903.83;792.2;1981.0;2015.0;Renovuotas;;7.0;0.0;0.0;52
1859;Šilog.;Gyvenamoji (trys ir daugiau butų);850.49;0.0;1981.0;;Nerenovuotas;;6.0;0.0;0.0;58
1860;Šilog.;Gyvenamoji (trys ir daugiau butų);882.87;661.6;1980.0;;Nerenovuotas;E;6.0;1.0;0.0;60
1861;Šilog.;Gyvenamoji (trys ir daugiau butų);850.14;635.74;1980.0;;Nerenovuotas;;6.0;0.0;0.0;66
1862;Šilog.;Gyvenamoji (trys ir daugiau butų);560.8;487.59;1958.0;;Nerenovuotas;;8.0;0.0;0.0;7
1863;Šiltnamiųg.;Gyvenamoji (trys ir daugiau butų);3060.51;0.0;1971.0;;Renovuojamas;;50.0;0.0;0.0;44
1864;Šilutėsg.;Sudegęs;128.72;128.72;1940.0;;Nerenovuotas;;4.0;0.0;0.12;12
1865;Šilutėsg.;Gyvenamoji (trys ir daugiau butų);220.67;115.24;1940.0;;Nerenovuotas;;;0.0;0.0;23
1866;Širvintųg.;Gyvenamoji (trys ir daugiau butų);98.2;98.2;1940.0;;Nerenovuotas;;1.0;0.0;0.0;72
1867;Širvintųg.;Gyvenamoji (įvairioms socialinėms grupėms);0.0;2148.66;1977.0;;Nerenovuotas;;65.0;0.0;0.0;75
1868;Skydog.;Gyvenamoji (trys ir daugiau butų);413.32;344.3;1940.0;;Nerenovuotas;;5.0;0.0;0.0;16
1869;Skroblųg.;Gyvenamoji (trys ir daugiau butų);4744.64;3914.32;1975.0;;Nerenovuotas;;80.0;1.0;0.0;27
1870;Skroblųg.;Gyvenamoji (trys ir daugiau butų);0.0;0.0;1979.0;2008.0;Dalinė renovacija;;60.0;0.0;0.0;3
1871;Skroblųg.;Gyvenamoji (trys ir daugiau butų);4518.31;0.0;1979.0;;Nerenovuotas;;60.0;1.0;0.0;5
1872;Skroblųg.;Gyvenamoji (trys ir daugiau butų);0.0;4205.68;1978.0;;Nerenovuotas;;101.0;0.0;0.0;6
1873;Skudučiųg.;Gyvenamoji (trys ir daugiau butų);156.16;140.65;1932.0;;Nerenovuotas;;3.0;0.0;0.0;6
1874;Šlaitog.;Gyvenamoji (trys ir daugiau butų);108.0;366.95;1910.0;;Nerenovuotas;;6.0;0.0;0.0;18
1875;Šlaitog.;Gyvenamoji (trys ir daugiau butų);184.72;184.72;1910.0;;Nerenovuotas;;5.0;0.0;0.0;24
1876;Šlaitog.;Gyvenamoji (įvairioms socialinėms grupėms);239.17;232.47;1940.0;;Nerenovuotas;;4.0;0.0;0.0;30
1877;Sluckog.;Gyvenamoji (trys ir daugiau butų);252.86;160.84;;;Nerenovuotas;;3.0;0.0;0.0;11
1878;Sluškųg.;Gyvenamoji (trys ir daugiau butų);2871.53;1826.98;2008.0;;Nerenovuotas;B;28.0;19.0;0.0;7
1879;Smalinėsg.;Gyvenamoji (trys ir daugiau butų);1398.82;1113.18;1992.0;;Nerenovuotas;;20.0;0.0;0.0;1
1880;Smalinėsg.;Gyvenamoji (trys ir daugiau butų);1421.42;1123.26;1992.0;;Nerenovuotas;;15.0;0.0;0.0;11
1881;Smalinėsg.;Gyvenamoji (trys ir daugiau butų);1429.67;1128.94;1992.0;;Nerenovuotas;;15.0;0.0;0.0;13
1882;Smalinėsg.;Gyvenamoji (trys ir daugiau butų);1119.12;1119.12;1994.0;;Nerenovuotas;G;;0.0;0.0;17
1883;Smalinėsg.;Gyvenamoji (trys ir daugiau butų);1433.58;1153.46;1995.0;;Nerenovuotas;;18.0;0.0;0.0;23
1884;Smalinėsg.;Gyvenamoji (trys ir daugiau butų);1370.86;1079.9;1992.0;;Nerenovuotas;;15.0;0.0;0.0;3
1885;Smalinėsg.;Gyvenamoji (trys ir daugiau butų);2843.64;2239.8;1992.0;;Nerenovuotas;;30.0;0.0;0.0;5
1886;Smalinėsg.;Gyvenamoji (trys ir daugiau butų);2815.18;2207.97;1992.0;;Nerenovuotas;;31.0;0.0;0.0;7
1887;Smalinėsg.;Gyvenamoji (trys ir daugiau butų);1419.57;1122.5;1992.0;;Nerenovuotas;;15.0;0.0;0.0;9
1888;Smėliog.;Gyvenamoji (trys ir daugiau butų);1703.09;1356.83;1999.0;;Nerenovuotas;;13.0;0.0;0.0;18
1889;Smėliog.;Gyvenamoji (trys ir daugiau butų);274.3;219.2;1952.0;;Nerenovuotas;;4.0;0.0;0.0;24
1890;Smėliog.;Gyvenamoji (trys ir daugiau butų);0.0;0.0;1973.0;;Nerenovuotas;;2.0;2.0;0.0;8
1891;Smėliog.;Gyvenamoji (trys ir daugiau butų);694.8;549.2;1973.0;;Nerenovuotas;;8.0;1.0;0.09;8B
1892;Smolenskog.;Gyvenamoji (trys ir daugiau butų);21002.44;7737.31;2010.0;;Nerenovuotas;C;86.0;0.0;0.52;10
1893;Sportog.;Gyvenamoji (trys ir daugiau butų);6984.84;4824.33;2005.0;;Nerenovuotas;;63.0;44.0;0.0;12
1894;Sportog.;Gyvenamoji (trys ir daugiau butų);7715.46;5220.21;2003.0;;Nerenovuotas;;73.0;52.0;0.0;3
1895;Sportog.;Gyvenamoji (trys ir daugiau butų);7451.91;5435.06;2002.0;;Nerenovuotas;;72.0;3.0;0.0;8
1896;Srovėsg.;Gyvenamoji (trys ir daugiau butų);432.4;355.11;2012.0;;Nerenovuotas;;4.0;0.0;0.0;14
1897;Stadionog.;Gyvenamoji (trys ir daugiau butų);3256.86;2738.86;1987.0;;Nerenovuotas;F;62.0;0.0;0.0;1
1898;Stadionog.;Gyvenamoji (trys ir daugiau butų);2709.33;2264.66;1978.0;;Nerenovuotas;;40.0;0.0;0.0;9
1899;StasioŠilingog.;Gyvenamoji (trys ir daugiau butų);0.0;0.0;;;Nerenovuotas;;;0.0;0.0;65
1900;Statybininkųg.;Gyvenamoji (įvairioms socialinėms grupėms);4236.47;3610.44;1960.0;;Nerenovuotas;;3.0;0.0;0.0;3
1901;SteponoBatorog.;Gyvenamoji (trys ir daugiau butų);222.78;220.08;;;Nerenovuotas;;6.0;0.0;0.0;6
1902;SteponoBatorog.;Gyvenamoji (trys ir daugiau butų);95.91;95.91;;;Nerenovuotas;;3.0;0.0;0.0;6B
